PRODUCT_CODE,DEVICE_NAME
NCX,"System, Hypothermia, Intravenous, Cooling"
NDQ,"System, Catheter Or Guidewire, Steerable (Magnetic)"
NRY,"Catheter, Thrombus Retriever"
NUI,"Ultrasound, Infusion, System"
QAF,"Impedance Plethysmograph, Cranial"
QBE,Cranial Sound Monitor
QEM,Cerebral Oximeter
QJP,"Catheter, Percutaneous, Neurovasculature"
PDQ,Neurosurgical Nerve Locator
QWP,Optical Neurosurgical Nerve Locator
GWE,"Stimulator, Photic, Evoked Response"
GWF,"Stimulator, Electrical, Evoked Response"
GWG,"Endoscope, Neurological"
GWI,"Discriminator, Two-Point"
GWJ,"Stimulator, Auditory, Evoked Response"
GWK,"Conditioner, Signal, Physiological"
GWL,"Amplifier, Physiological Signal"
GWM,"Device, Monitoring, Intracranial Pressure"
GWN,Nystagmograph
GWO,"Plate, Cranioplasty, Preformed, Alterable"
GWQ,Full-Montage Standard Electroencephalograph
GWR,"Generator, Electroencephalograph Test Signal"
GWS,"Analyzer, Spectrum, Electroencephalogram Signal"
GWW,Ataxiagraph
GWX,"Fork, Tuning"
GWY,Pinwheel
GWZ,Percussor
GXB,Esthesiometer
GXC,"Device, Electroconvulsive Therapy"
GXD,"Generator, Lesion, Radiofrequency"
GXE,Leukotome
GXH,"Device, Surgical, Cryogenic"
GXI,"Probe, Radiofrequency Lesion"
GXJ,"Punch, Skull"
GXL,"Screwdriver, Skullplate"
GXM,"Anvil, Skull Plate"
GXN,"Plate, Cranioplasty, Preformed, Non-Alterable"
GXO,"Strip, Craniosynostosis, Preformed"
GXP,Methyl Methacrylate For Cranioplasty
GXQ,Dura Substitute
GXR,"Cover, Burr Hole"
GXS,"Monitor, Alpha"
GXT,"Monitor, Lesion Temperature"
GXW,Echoencephalograph
GXX,"Block, Test, Ultrasonic Scanner Calibration"
GXY,"Electrode, Cutaneous"
GXZ,"Electrode, Needle"
GYA,"Tester, Electrode/Lead, Electroencephalograph"
GYB,"Media, Electroconductive"
GYC,"Electrode, Cortical"
GYD,"Transducer, Tremor"
GYE,Encephalogram Telemetry System
GYK,"Instrument, Shunt System Implantation"
GYZ,"Stimulator, Intracerebral/Subcortical, Implanted"
GZA,Implanted Cerebellar Stimulator
GZB,"Stimulator, Spinal-Cord, Implanted (Pain Relief)"
GZF,"Stimulator, Peripheral Nerve, Implanted (Pain Relief)"
GZI,"Stimulator, Neuromuscular, External Functional"
GZJ,"Stimulator, Nerve, Transcutaneous, For Pain Relief"
GZK,"Electrode, Nasopharyngeal"
GZL,"Electrode, Depth"
GZM,"Analyzer, Rigidity"
GZN,Rheoencephalograph
GZO,"Device, Galvanic Skin Response Measurement"
GZP,"Stimulator, Mechanical, Evoked Response"
GZQ,"Instrument, Dowel Cutting"
GZT,"Retractor, Self-Retaining, For Neurosurgery"
GZX,"Instrument, Microsurgical"
HAD,"Rongeur, Powered"
HAE,"Rongeur, Manual"
HAO,"Instrument, Surgical, Non-Powered"
HAS,"Needle, Neurosurgical Suture"
HAW,Neurological Stereotaxic Instrument
HAX,"Tong, Skull For Traction"
HBA,Neurosurgical Paddie
HBB,"Motor, Drill, Pneumatic"
HBC,"Motor, Drill, Electric"
HBD,"Handpiece (Brace), Drill"
HBE,"Drills, Burrs, Trephines & Accessories (Simple, Powered)"
HBF,"Drills, Burrs, Trephines & Accessories (Compound, Powered)"
HBG,"Drills, Burrs, Trephines & Accessories (Manual)"
HBL,"Holder, Head, Neurosurgical (Skull Clamp)"
HBM,"Headrest, Neurosurgical"
HBN,"Chair, Neurosurgical"
HBO,"Clip, Scalp"
HBP,"Clip, Implanted Malleable"
HBQ,"Instrument, Clip Removal"
HBR,"Rack, Clip"
HBS,"Instrument, Clip Forming/Cutting"
HBW,"Fastener, Plate, Cranioplasty"
HBX,"Instrument, Cranioplasty Material Forming"
HBZ,"Catheter, Intravascular Occluding"
HCA,"Catheter, Ventricular"
HCB,"Device, Aversive Conditioning"
HCC,"Device, Biofeedback"
HCD,"Cannula, Ventricular"
HCE,"Clamp, Carotid Artery"
HCG,"Device, Neurovascular Embolization"
HCH,"Clip, Aneurysm"
HCI,"Applier, Aneurysm Clip"
HCJ,"Device, Skin Potential Measurement"
HCS,"Device, Temperature Measurement, Direct Contact, Powered"
JXE,"Device, Nerve Conduction Velocity Measurement"
JXF,"Plethysmograph, Ocular"
JXG,"Shunt, Central Nervous System And Components"
JXH,Methyl Methacrylate For Aneurysmorrhaphy
JXI,"Cuff, Nerve"
JXK,Cranial Electrotherapy Stimulator To Treat Depression
JXL,"Block, Bite"
LEL,"Device, Sleep Assessment"
LEM,Human Lyophilized Dura Mater
LHG,"Electrode, Spinal Epidural"
LIH,Interferential Current Therapy
LLN,"Device, Vibration Threshold Measurement"
LQW,"Test, Temperature Discrimination"
MVA,"Orthosis, Cranial"
MYU,"Accessory, Barium Sulfate, Methyl Methacrylate For Cranioplasty"
MZQ,"Balloon, Detachable, For Neurovascular Occlusion"
NCG,Neuropsychiatric Interpretative Electroencephalograph Assessment Aid
NFO,"Stimulator, Transcutaneous Electrical, Aesthetic Purposes"
NHC,"Catheter, Ventricular (Containing Antibiotic Or Antimicrobial Agents)"
NHI,"Stimulator, Nerve, Electrical, Percutaneous (Pens), For Pain Relief"
NLN,"Drills, Burrs, Trephines And Accessories (Simple Powered), Reprocessed"
NLO,"Drills, Burrs, Trephines And Accessories (Manual), Reprocessed"
NLP,"Drills, Burrs, Trephines, And Accessories (Powered Compound), Reprocessed"
NMN,"Instrument, Clip, Forming/Cutting, Reprocessed"
NTU,"Evoked Potential Stimulator, Thermal"
NUF,"Catheter, Neurovasculature, Occluding Balloon"
NUH,"Stimulator, Nerve, Transcutaneous, Over-The-Counter"
NYN,"Stimulator, Electrical, Transcutaneous, For Arthritis"
NYW,"Stimulator, Nerve, Electrical, Transcutaneous, With Limited Output, For Pain Relief"
NYX,"Stimulator, Electrical, Transcutaneous, With Limited Output, For Aesthetic Purposes"
OAN,"Orthosis, Cranial, Laser Scan"
OBP,Transcranial Magnetic Stimulator
OBV,Eating Disorder Conditioning Tool
OCF,"Stimulator, Nerve, Electrical, Transcutaneous, Limited Output, Arthritis Pain Relief"
OJG,Neurological Tray
OKP,Transcranial Magnetic Stimulator For The Treatment Of Migraine Headache
OLT,Non-Normalizing Quantitative Electroencephalograph Software
OLU,Normalizing Quantitative Electroencephalograph Software
OLV,Standard Polysomnograph With Electroencephalograph
OLW,Index-Generating Electroencephalograph Software
OLX,Source Localization Software For Electroencephalograph Or Magnetoencephalograph
OLY,Magnetoencephalograph
OLZ,Automatic Event Detection Software For Polysomnograph With Electroencephalograph
OMA,Amplitude-Integrated Electroencephalograph
OMB,Automatic Event Detection Software For Full-Montage Electroencephalograph
OMC,Reduced- Montage Standard Electroencephalograph
ORR,"Neurological Stereotaxic Instrument, Real-Time Intraoperative Mri"
ORT,Burst Suppression Detection Software For Electroencephalograph
OSG,Piezo-Electric Stimulator For Relief Of Mosquito Bite Itch
PAV,"Catheter, Neuro-Vasculature, Occluding Balloon"
PBJ,Cranial Distraction System
PCB,External Cerebrospinal Fluid (Csf) Diversion
PCC,"Stimulator, Nerve, Electrical, Transcutaneous, For Migraine"
PIW,Brain Injury Adjunctive Interpretive Electroencephalograph Assessment Aid
PIY,"Stainless Steel Instrument, Shunt System Implantation"
PJM,"Filler, Bone Void, Alterable Compound For Cranioplasty"
PJN,"Filler, Bone Void, Non-Alterable Compound For Cranioplasty"
PKQ,Computerized Cognitive Assessment Aid
PKR,Non-Invasive Vagus Nerve Stimulator - Headache
PLU,Thermal System For Insomnia
PNA,Evoked Photon Image Capture Device
POL,Neurovascular Mechanical Thrombectomy Device For Acute Ischemic Stroke Treatment
POM,Computerized Cognitive Assessment Aid For Concussion
POP,Cranial Motion Measurement Device
POS,Physiological Signal Based Seizure Monitoring System
PPT,Cranial Surgical Planning And Instrument Guides
PSP,Intracranial Pressure & Temperature Monitoring Kit
PTB,Ataxiagraph With Interpretive Software
PTY,"Computerized Cognitive Assessment Aid, Exempt"
PUU,Temporary Coil Embolization Assist Device
PVL,Endoscopic Shunt Placement Kit
PVM,Endoscopic Ventricular Catheter Placement Kit
PVO,Lumbar Drainage Catheter Kit
PVP,Neurological Test Kit
PWE,Computerized Behavioral Therapy Device For Substance Use Disorders
PZR,Percutaneous Nerve Stimulator For Opioid Withdrawal
QAK,Non-Invasive Vagus Nerve Stimulator For Migraine Headache
QAR,Thermal Vestibular Stimulator For Headache
QBC,External Upper Limb Tremor Stimulator
QCF,Neuromuscular Tongue Stimulator To Treat Motor Deficits
QCI,Transcranial Magnetic Stimulation System For Obsessive-Compulsive Disorder
QEA,Brain Injury Adjunctive Interpretive Oculomotor Assessment Aid
QFD,Tens For Sinus Pain
QFF,Electromechanical Arm For A Transcranial Magnetic Stimulation System
QFX,Diagnostic Neurosurgical Microscope Filter
QGH,"Electroconvulsive Therapy Device For Catatonia, Major Depressive Disorder, And Bipolar Disorder"
QGL,Transcutaneous Nerve Stimulator For Adhd
QGT,Distal Transcutaneous Electrical Stimulator For Treatment Of Acute Migraine
QJQ,Cranial Electrotherapy Stimulator To Treat Insomnia And/Or Anxiety
QMD,Transcranial Magnetic Stimulation System For Smoking Cessation
QMZ,Digital Therapy Device To Reduce Sleep Disturbance For Psychiatric Conditions
QPF,Pediatric Autism Spectrum Disorder Diagnosis Aid
QQC,Brain Stimulation Programming Planning Software.
QRI,Surgical Planning Software For Neurological Stereotaxic Instruments
QSL,Brain Temperature Measurement System
QSQ,Transcutaneous Electrical Nerve Stimulator To Treat Fibromyalgia Symptoms
QVO,Computerized Behavioral Therapy Device For Insomnia
QWD,"Stimulator, Nerve, For Restless Legs Syndrome"
QWT,Prognostic Assessment Software Of Mild Cognitive Impairment
SAP,Computerized Behavioral Therapy Device For Depressive Disorders.
SBG,In Situ Polymerizing Peripheral Nerve Cap
QFT,Digital Therapeutic Software For Attention Deficit Hyperactivity Disorder
OPT,Infrared Hematoma Detector
HRW,"Dynamometer, Nonpowered"
HST,"Apparatus, Traction, Non-Powered"
KQW,"Goniometer, Nonpowered"
KQX,"Goniometer, Ac-Powered"
LBB,"Dynamometer, Ac-Powered"
NKI,Goniometer With Electrodes
IKN,"Electromyograph, Diagnostic"
IKT,"Electrode, Needle, Diagnostic Electromyograph"
LYH,Arthrometer
NHH,"Device, Discharge, Electrostatic (For Pain Relief)"
OTX,Foot Wrap For Treating Restless Leg Syndrome Symptoms
OVP,Vibratory Counter-Stimulation
PHL,Powered Exoskeleton
ONO,Neurosurgical Laser With Mr Thermography
QQO,Cranial Measurement Software
BWK,"Stimulator, Electro-Acupuncture"
KGF,"Adhesive, Tissue For Aneurysmorrhaphy"
KGG,Tissue Adhesive For Use In Embolization Of Brain Arteriovenous Malformations
LBK,Neurosurgical Ultrasonic Instruments
LGW,"Stimulator, Spinal-Cord, Totally Implanted For Pain Relief"
LHY,"Electrode, Stabilized Epidural Spinal"
LII,"Monitor, Intracranial Pressure, Implanted"
LKW,"Laser, Neurosurgical"
LLE,"Stimulator, Spinal-Cord, Implanted For Peripheral Vascular Disease"
LLF,"Laser, Neurosurgical, Argon"
LLP,Laser For Pain Therapy
LME,"Monitor, Blood-Flow, Cerebral, Thermal Diffusion"
LQD,"Recorder, Attention Task Performance"
LYI,"Stimulator, Subcortical, Implanted  For Epilepsy"
LYJ,"Stimulator, Autonomic Nerve, Implanted For Epilepsy"
MBX,"Stimulator, Thalamic, Epilepsy, Implanted"
MFE,"Agent, Injectable, Embolic"
MFR,"Stimulator, Brain, Implanted, For Behavior Modification"
MHY,"Stimulator, Electrical, Implanted, For Parkinsonian Tremor"
MHZ,"Stimulator, Vestibular Acceleration, Therapeutic"
MKD,"Stimulator, Functional Walking Neuromuscular, Non-Invasive"
MLQ,"Inhibitor, Peridural Fibrosis (Adhesion Barrier)"
MRU,Implanted Subcortical Electrical Stimulator (Motor Disorders)
MUZ,"Stimulator, Autonomic Nerve, Implanted (Depression)"
MVV,"Device, Acupressure"
MXM,"Cap, Cooling (Infants)"
NHL,"Stimulator, Electrical, Implanted, For Parkinsonian Symptoms"
NJE,Intracranial Neurovascular Stent
NPE,"Material, Embolization, Neurovascular, Polymerizing Or Precipitating"
NQR,"Sealant, Dural"
NZK,"Stimulator, Low Electric Field, Tumor Treatment"
OBA,"Polymerizing, Neurovascular Embolization Material"
OLM,Deep Brain Stimulator For Obsessive Compulsive Disorder (Ocd)
OPR,Intrasaccular Flow Disruption Device
OUT,Intracranial Aneurysm Flow Diverter
OUU,Polymeric Neurovascular Embolization
OVC,Headframe
OZJ,"Inhibitor, Postoperative Fibrosis (Adhesion Barrier)"
PAX,Surgical Kit
PCQ,"Inhibitor, Postoperative Fibrosis (Spine Adhesion Barrier)"
PFN,Implanted Brain Stimulator For Epilepsy
PJS,"Stimulator, Electrical, Implanted, For Essential Tremor"
PMP,Dorsal Root Ganglion Stimulator For Pain Relief
POH,Mr-Guided Focused Ultrasound System
QCA,Intracranial Coil-Assist Stent
QLK,"Stimulator, Neuromuscular, Lower Back Muscles, Totally Implanted For Pain Relief"
QRB,"Stimulator, Spinal-Cord, Totally Implanted For Relief Of Pain Due To Diabetic Neuropathy"
QTK,Temporary Percutaneous Transluminal Cerebral Artery Dilatation Device
LNW,"Paper, Obstetric Ph"
NAJ,"Agents, Embolic, For Treatment Of Uterine Fibroids"
OAC,"Plethysmograph, Air Displacement For Body Composition Analysis"
PSI,Perineal Irrigation Kit
QHC,"Instrument, Biopsy, Core, Soft Tissue, Female Reproductive Organs"
FHG,"Bell, Circumcision"
FHJ,"Shield, Circumcision"
HCY,"Curette, Uterine"
HCZ,"Forceps, Surgical, Gynecological"
HDA,"Forceps, Obstetrical"
HDB,"Extractor, Vacuum, Fetal"
HDC,"Tenaculum, Uterine"
HDD,"Table, Obstetrical, Ac-Powered (And Accessories)"
HDE,"Hook, Fibroid, Gynecological"
HDF,"Speculum, Vaginal, Metal"
HDG,"Speculum, Vaginal, Metal, Fiberoptic"
HDH,"Needle, Cerclage, Gynecological"
HDI,"Hook, Destructive, Obstetrical"
HDJ,"Scissors, Umbilical"
HDK,"Scissors, Episiotomy"
HDL,"Retractor, Vaginal"
HDM,"Packer, Uterine"
HDN,"Dilator, Cervical, Expandable"
HDO,"Valve, Tubal Occlusion"
HDP,"Elevator, Uterine"
HDQ,"Dilator, Cervical, Fixed Size"
HDR,"Cap, Cervical"
HDT,"Device, Intrauterine, Contraceptive And Introducer"
HDW,"Diaphragm, Contraceptive (And Accessories)"
HDX,"Dilator, Vaginal"
HDY,"Dilator, Cervical, Hygroscopic-Laminaria"
HDZ,"Knife, Cervical Cone"
HEB,"Tampon, Menstrual, Unscented"
HEC,"Insufflator, Vaginal"
HED,"Douche Apparatus, Vaginal, Therapeutic"
HEE,"Set, Anesthesia, Paracervical"
HEG,"Set, Anesthesia, Pudendal"
HEH,"Chamber, Decompression, Abdominal"
HEI,"Monitor, Heart-Valve Movement, Fetal, Ultrasonic"
HEJ,"Monitor, Hemic Sound, Ultrasonic"
HEK,"Monitor, Heart Sound, Fetal, Ultrasonic"
HEL,"Monitor, Heart Rate, Fetal, Ultrasonic"
HEM,"Imager, Ultrasonic Obstetric-Gynecologic"
HEN,"Caliper, Fetal Head, Ultrasonic"
HEO,"Analyzer, Data, Obstetric"
HEP,"Monitor, Blood-Flow, Ultrasonic"
HEQ,"Monitor, Pressure, Arterial, Fetal, Ultrasonic"
HER,"Pelvimeter, External"
HES,"Insufflator, Carbon-Dioxide, Uterotubal (And Accessories)"
HET,"Laparoscope, Gynecologic (And Accessories)"
HEW,Culdoscope (And Accessories)
HEX,Colposcope (And Colpomicroscope)
HEZ,"Endoscope, Transcervical (Amnioscope)(And Accessories)"
HFA,"Amnioscope, Transabdominal (Fetoscope) (And Accessories)"
HFB,"Forceps, Biopsy, Gynecological"
HFC,"Aspirator, Endocervical"
HFD,"Washer, Endometrial"
HFE,"Brush, Endometrial"
HFF,"Aspirator, Endometrial"
HFG,"Coagulator, Laparoscopic, Unipolar (And Accessories)"
HFH,"Coagulator, Hysteroscopic (And Accessories)"
HFI,"Coagulator, Culdoscopic (And Accessories)"
HFJ,"Prosthesis, Fallopian Tube"
HFK,"Mold, Vaginal"
HFL,"Drain, Cervical"
HFM,"Monitor, Uterine Contraction, External (For Use In Clinic)"
HFN,"Transducer, Pressure, Intrauterine"
HFO,"Recorder, Pressure, Intrauterine"
HFP,"Monitor, Phonocardiographic, Fetal"
HFW,"Clamp, Umbilical"
HFX,"Clamp, Circumcision"
HFY,"Band, Tubal Occlusion"
HFZ,Craniotribe
HGA,Cranioclast
HGB,"Clip, Tubal Occlusion"
HGC,"Clamp, Uterine"
HGD,"Applicator, Vaginal"
HGE,Amniotome
HGF,"Source, Abortion Unit, Vacuum"
HGG,"Controller, Abortion Unit, Vacuum"
HGH,"Cannula, Suction, Uterine"
HGI,"Electrocautery, Gynecologic (And Accessories)"
HGK,"Endoscope, Fetal Blood Sampling (And Accessories)"
HGL,"Transducer, Ultrasonic, Obstetric"
HGM,"System, Monitoring, Perinatal"
HGN,"Stethoscope, Fetal"
HGO,"Monitor, Electroencephalographic, Fetal (And Accessories)"
HGP,"Electrode, Circular (Spiral), Scalp And Applicator"
HGS,"Catheter, Intrauterine And Introducer"
HGW,"Sampler, Blood, Fetal"
HGX,"Pump, Breast, Powered"
HGY,"Pump, Breast, Non-Powered"
HGZ,"Heater, Perineal, Direct Contact"
HHA,"Heater, Perineal, Radiant, Non-Contact"
HHD,"Pad, Menstrual, Unscented"
HHE,"Cup, Menstrual"
HHF,"Remover, Intrauterine Device, Contraceptive, Hook-Type"
HHG,"Dilator, Cervical, Vibratory"
HHI,"System, Abortion, Vacuum"
HHJ,"Locator, Intracorporeal Device, Ultrasonic, Obstetric-Gynecologic"
HHK,"Curette, Suction, Endometrial (And Accessories)"
HHL,"Pad, Menstrual, Scented"
HHM,"Sound, Uterine"
HHN,Cleidoclast
HHO,"Screw, Fibroid, Gynecological"
HHP,"Table, Obstetrical, Manual (And Accessories)"
HHQ,"System, Abortion, Metreurynter-Balloon"
HHR,"Laser, Surgical, Gynecologic"
HHS,Transcervical Contraceptive Tubal Occlusion Device
HHT,"Spatula, Cervical, Cytological"
HHW,"Pessary, Vaginal"
HHX,"Holograph, Fetal, Acoustical"
HIB,"Speculum, Vaginal, Nonmetal"
HIC,"Speculum, Vaginal, Nonmetal, Fiberoptic"
HIF,"Insufflator, Laparoscopic"
HIG,"Insufflator, Hysteroscopic"
HIH,Hysteroscope (And Accessories)
HII,"Stimulator, Vaginal, Muscle, Powered, For Therapeutic Use"
HIL,"Tampon, Menstrual, Scented, Deodorized"
HIM,"Electrocautery, Endoscopic And Accessories"
HIN,"Coagulator-Cutter, Endoscopic, Bipolar (And Accessories)"
HIO,"Sampler, Amniotic Fluid (Amniocentesis Tray)"
HIQ,"Electrode, Clip, Fetal Scalp (And Applicator)"
HIS,Condom
KNA,"Instrument, Manual, Specialized Obstetric-Gynecologic"
KNB,"Instrument, Destructive, Fetal, Obstetric"
KNC,"Table, Obstetric (And Accessories)"
KND,"Heater, Perineal"
KNE,"Set, Anesthesia, Obstetric"
KNF,"Coagulator-Cutter, Endoscopic, Unipolar (And Accessories)"
KNG,"Monitor, Ultrasonic, Fetal"
KNH,Laparoscopic Contraceptive Tubal Occlusion Device
KOH,"Instrument, Manual, General Obstetric-Gynecologic"
KXN,"Monitor, Cardiac, Fetal"
KXO,"Monitor, Pressure, Intrauterine"
KXP,"Stent, Vaginal"
KXQ,"Vibrator For Therapeutic Use, Genital"
LBX,"Pelvimeter, Internal"
LHZ,"Viscometer, Mucus, Cervical"
LKF,"Cannula, Manipulator/Injector, Uterine"
LLW,"Laser, Neodymium:Yag For Gynecologic Use"
LQK,Home Uterine Activity Monitor
LTZ,Condom With Nonoxynol-9
LZL,Micro-Condom
MBU,Single-Use Internal Condom
MDG,"System, Intrafallopian Cannula"
MFD,"Cannula, Intrauterine Insemination"
MKO,Falloposcope
MLS,Labor And Delivery Kit
MLT,Pelvic Exam Kit
MOH,"Monitor, Heart Rate, Fetal, Non-Stress Test (Home Use)"
MOK,Vaginoscope And Accessories
MOL,"Condom, Synthetic"
MOV,"Catheters, Salpingography"
MPT,Contraception Calculator
MPU,"Source, Chemiluminescent Light"
MQE,"Needle, Assisted Reproduction"
MQF,"Catheter, Assisted Reproduction"
MQG,"Accessory, Assisted Reproduction"
MQH,"Microtools, Assisted Reproduction (Pipettes)"
MQI,"Microtool Fabrication, Assisted Reproduction"
MQJ,"Micromanipulators And Microinjectors, Assisted Reproduction"
MQK,"Labware, Assisted Reproduction"
MQL,"Media, Reproductive"
MRX,"System, Assisted Reproduction Laser"
MSC,"Barrier, Std, Oral Sex"
MTW,"System, Water, Reproduction, Assisted, And Purification"
MTX,"Microscope And Microscope Accessories, Reproduction, Assisted"
NBV,"Device, Engorgement, Clitoral"
NBZ,"Clamp And Cutter, Umbilical"
NHM,"Sheet, Recording, Breast Examination"
NKA,"System, Documentation, Breast Lesion"
NKC,"Tubing/Tubing With Filter, Insufflation, Laparoscopic"
NMG,"Forceps, Biopsy, Gynecological, Reprocessed"
NMH,"Laparoscope And Accessories, Gynecologic, Reprocessed"
NMI,"Laparoscopic Insufflator And Accessories, Reprocessed"
NNB,"Needle, Reproduction, Assisted, Reprocessed"
NRC,"Pads, Menstrual, Scented-Deodorized"
NUC,"Lubricant, Personal"
NUQ,"Pad, Menstrual, Reusable"
NUR,"Pad, Interlabial"
NVT,Tubing And Tubing/Filter Fits
NWV,"Laparoscopic Accessories, Gynecologic"
NWW,Hysteroscope Accessories
OBB,"Kit, Conception-Assist, Home Use"
OBY,"Condom, Female, Animal Tissue"
OHC,Obstetrical Vacuum Delivery Kit
OHD,Gynecological Laparoscopic Kit
OHE,Forensic Evidence Sexual Assault Kit
OHF,Culdocentesis Kit
OHG,Circumcision Tray
OHH,Breast Pump Kit
OHL,Pap Smear Kit
OHM,Cesarean Section Tray
OJF,Hysterectomy Kit
OKU,Emergency Obstetrical Kit
OKV,Obstetrical Kit
OKW,Seminal Fluid Collection Kit
OKX,Trocar Kit
OKY,Cytology Kit
OKZ,Endometrial Sampling Kit
OOA,Hemorrhoid Prevention Pressure Wedge
OQY,Intrauterine Tamponade Balloon
